location,Field_Date,Satellite_Date,Days Gaps,Satellite,Sensor,Scene_Cloud_Pct,Buffer_m,Water_Mask,valid_pixels,Target Variable(Chlorophyll-a),mean_B2,mean_B3,mean_B4,mean_B5,mean_B6,mean_B7,mean_B8,mean_B8A,mean_B11,mean_B12,med_B2,med_B3,med_B4,med_B5,med_B6,med_B7,med_B8,med_B8A,med_B11,med_B12,sd_B2,sd_B3,sd_B4,sd_B8,mean_NDCI,med_NDCI,mean_MNDWI,med_MNDWI,,B2/B3,B2/B4,B2/B5,B2/B6,B2/B7,B2/B8,B2/B8A,B2/B11,B2/B12,B3/B2,B3/B4,B3/B5,B3/B6,B3/B7,B3/B8,B3/B8A,B3/B11,B3/B12,B4/B2,B4/B3,B4/B5,B4/B6,B4/B7,B4/B8,B4/B8A,B4/B11,B4/B12,B5/B2,B5/B3,B5/B4,B5/B6,B5/B7,B5/B8,B5/B8A,B5/B11,B5/B12,B6/B2,B6/B3,B6/B4,B6/B5,B6/B7,B6/B8,B6/B8A,B6/B11,B6/B12,B7/B2,B7/B3,B7/B4,B7/B5,B7/B6,B7/B8,B7/B8A,B7/B11,B7/B12,B8/B2,B8/B3,B8/B4,B8/B5,B8/B6,B8/B7,B8/B8A,B8/B11,B8/B12,B8A/B2,B8A/B3,B8A/B4,B8A/B5,B8A/B6,B8A/B7,B8A/B8,B8A/B11,B8A/B12,B11/B2,B11/B3,B11/B4,B11/B5,B11/B6,B11/B7,B11/B8,B11/B8A,B11/B12,B12/B2,B12/B3,B12/B4,B12/B5,B12/B6,B12/B7,B12/B8,B12/B8A,B12/B11,(B2-B3)/(B2+B3),(B2-B4)/(B2+B4),(B2-B5)/(B2+B5),(B2-B6)/(B2+B6),(B2-B7)/(B2+B7),(B2-B8)/(B2+B8),(B2-B8A)/(B2+B8A),(B2-B11)/(B2+B11),(B2-B12)/(B2+B12),(B3-B4)/(B3+B4),(B3-B5)/(B3+B5),(B3-B6)/(B3+B6),(B3-B7)/(B3+B7),(B3-B8)/(B3+B8),(B3-B8A)/(B3+B8A),(B3-B11)/(B3+B11),(B3-B12)/(B3+B12),(B4-B5)/(B4+B5),(B4-B6)/(B4+B6),(B4-B7)/(B4+B7),(B4-B8)/(B4+B8),(B4-B8A)/(B4+B8A),(B4-B11)/(B4+B11),(B4-B12)/(B4+B12),(B5-B6)/(B5+B6),(B5-B7)/(B5+B7),(B5-B8)/(B5+B8),(B5-B8A)/(B5+B8A),(B5-B11)/(B5+B11),(B5-B12)/(B5+B12),(B6-B7)/(B6+B7),(B6-B8)/(B6+B8),(B6-B8A)/(B6+B8A),(B6-B11)/(B6+B11),(B6-B12)/(B6+B12),(B7-B8)/(B7+B8),(B7-B8A)/(B7+B8A),(B7-B11)/(B7+B11),(B7-B12)/(B7+B12),(B8-B8A)/(B8+B8A),(B8-B11)/(B8+B11),(B8-B12)/(B8+B12),(B8A-B11)/(B8A+B11),(B8A-B12)/(B8A+B12),(B11-B12)/(B11+B12),,,ALL COMBINATIONS vs Chl-a  —  Mean Bands S2  (2024 only),,,
8,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,28,17.21,0.032409323,0.046094103,0.025458551,0.038157652,0.024584471,0.027539146,0.022363311,0.022089708,0.009187953,0.004717678,0.0321,0.046,0.0255,0.0385,0.0247,0.0277,0.0223,0.0223,0.0093,0.0049,0.001112384,0.00084449,0.00064834,0.000286873,0.199648151,0.2,0.667566388,0.668449223,,0.7031,1.2730,0.8494,1.3183,1.1768,1.4492,1.4672,3.5274,6.8698,1.4222,1.8106,1.2080,1.8749,1.6738,2.0611,2.0867,5.0168,9.7705,0.7855,0.5523,0.6672,1.0356,0.9244,1.1384,1.1525,2.7709,5.3964,1.1774,0.8278,1.4988,1.5521,1.3856,1.7063,1.7274,4.1530,8.0882,0.7586,0.5334,0.9657,0.6443,0.8927,1.0993,1.1129,2.6757,5.2111,0.8497,0.5975,1.0817,0.7217,1.1202,1.2314,1.2467,2.9973,5.8374,0.6900,0.4852,0.8784,0.5861,0.9097,0.8121,1.0124,2.4340,4.7403,0.6816,0.4792,0.8677,0.5789,0.8985,0.8021,0.9878,2.4042,4.6823,0.2835,0.1993,0.3609,0.2408,0.3737,0.3336,0.4108,0.4159,1.9476,0.1456,0.1023,0.1853,0.1236,0.1919,0.1713,0.2110,0.2136,0.5135,-0.1743,0.1201,-0.0815,0.1373,0.0812,0.1834,0.1894,0.5582,0.7459,0.2884,0.0942,0.3043,0.2520,0.3467,0.3521,0.6676,0.8143,-0.1996,0.0175,-0.0393,0.0647,0.0709,0.4696,0.6873,0.2163,0.1616,0.2610,0.2667,0.6119,0.7799,-0.0567,0.0473,0.0535,0.4559,0.6780,0.1037,0.1098,0.4997,0.7075,0.0062,0.4176,0.6516,0.4125,0.6480,0.3215,,,B6/B3,0.2685,0.0721,? Very weak
9,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,29,20.21,0.032178265,0.043366962,0.024922789,0.037086577,0.02316084,0.025098441,0.020840115,0.019100056,0.009855644,0.005695872,0.0324,0.0436,0.0251,0.0374,0.0231,0.025,0.0205,0.0183,0.0099,0.0054,0.001174592,0.000984856,0.000669783,0.001285444,0.196139965,0.196825397,0.629697499,0.631970286,,0.7420,1.2911,0.8677,1.3893,1.2821,1.5441,1.6847,3.2650,5.6494,1.3477,1.7401,1.1693,1.8724,1.7279,2.0809,2.2705,4.4002,7.6138,0.7745,0.5747,0.6720,1.0761,0.9930,1.1959,1.3049,2.5288,4.3756,1.1525,0.8552,1.4881,1.6013,1.4776,1.7796,1.9417,3.7630,6.5111,0.7198,0.5341,0.9293,0.6245,0.9228,1.1114,1.2126,2.3500,4.0663,0.7800,0.5787,1.0070,0.6768,1.0837,1.2043,1.3141,2.5466,4.4064,0.6476,0.4806,0.8362,0.5619,0.8998,0.8303,1.0911,2.1145,3.6588,0.5936,0.4404,0.7664,0.5150,0.8247,0.7610,0.9165,1.9380,3.3533,0.3063,0.2273,0.3954,0.2657,0.4255,0.3927,0.4729,0.5160,1.7303,0.1770,0.1313,0.2285,0.1536,0.2459,0.2269,0.2733,0.2982,0.5779,-0.1481,0.1271,-0.0709,0.1629,0.1236,0.2139,0.2550,0.5311,0.6992,0.2701,0.0781,0.3037,0.2668,0.3508,0.3885,0.6296,0.7678,-0.1962,0.0366,-0.0035,0.0892,0.1323,0.4332,0.6279,0.2311,0.1928,0.2805,0.3201,0.5801,0.7337,-0.0401,0.0527,0.0961,0.4030,0.6052,0.0927,0.1357,0.4361,0.6301,0.0436,0.3578,0.5707,0.3193,0.5406,0.2675,,,B6/B4,0.2651,0.0703,? Very weak
10,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,29,19.02,0.031007071,0.041011611,0.02410336,0.037274346,0.022713733,0.025184031,0.019643464,0.018927664,0.009613424,0.006451265,0.0313,0.041,0.0239,0.0371,0.023,0.0253,0.0196,0.019,0.0094,0.0064,0.000976246,0.000826177,0.000708283,0.000356592,0.214703598,0.217105263,0.620364047,0.629921257,,0.7561,1.2864,0.8319,1.3651,1.2312,1.5785,1.6382,3.2254,4.8064,1.3227,1.7015,1.1003,1.8056,1.6285,2.0878,2.1668,4.2661,6.3571,0.7774,0.5877,0.6466,1.0612,0.9571,1.2270,1.2734,2.5073,3.7362,1.2021,0.9089,1.5464,1.6410,1.4801,1.8975,1.9693,3.8773,5.7778,0.7325,0.5538,0.9423,0.6094,0.9019,1.1563,1.2000,2.3627,3.5208,0.8122,0.6141,1.0448,0.6756,1.1088,1.2821,1.3305,2.6197,3.9037,0.6335,0.4790,0.8150,0.5270,0.8648,0.7800,1.0378,2.0433,3.0449,0.6104,0.4615,0.7853,0.5078,0.8333,0.7516,0.9636,1.9689,2.9339,0.3100,0.2344,0.3988,0.2579,0.4232,0.3817,0.4894,0.5079,1.4902,0.2081,0.1573,0.2677,0.1731,0.2840,0.2562,0.3284,0.3408,0.6711,-0.1389,0.1253,-0.0918,0.1544,0.1036,0.2244,0.2419,0.5267,0.6555,0.2597,0.0477,0.2871,0.2391,0.3523,0.3684,0.6202,0.7282,-0.2146,0.0297,-0.0219,0.1019,0.1203,0.4298,0.5777,0.2427,0.1936,0.3098,0.3264,0.5899,0.7049,-0.0516,0.0725,0.0909,0.4052,0.5576,0.1236,0.1418,0.4475,0.5921,0.0186,0.3428,0.5056,0.3263,0.4916,0.1968,,,B6/B5,-0.1387,0.0192,? Very weak
11,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,31,27.29,0.034200449,0.046576478,0.027489187,0.040075972,0.026029392,0.029165553,0.023559149,0.022722005,0.011442677,0.007820053,0.0341,0.0468,0.0274,0.0401,0.0259,0.0287,0.0233,0.0228,0.0113,0.0082,0.001052641,0.000910455,0.000549013,0.001046654,0.186322469,0.187227866,0.605706971,0.611015499,,0.7343,1.2441,0.8534,1.3139,1.1726,1.4517,1.5052,2.9889,4.3734,1.3619,1.6944,1.1622,1.7894,1.5970,1.9770,2.0498,4.0704,5.9560,0.8038,0.5902,0.6859,1.0561,0.9425,1.1668,1.2098,2.4023,3.5152,1.1718,0.8604,1.4579,1.5396,1.3741,1.7011,1.7638,3.5023,5.1248,0.7611,0.5589,0.9469,0.6495,0.8925,1.1049,1.1456,2.2748,3.3285,0.8528,0.6262,1.0610,0.7278,1.1205,1.2380,1.2836,2.5488,3.7296,0.6889,0.5058,0.8570,0.5879,0.9051,0.8078,1.0368,2.0589,3.0127,0.6644,0.4878,0.8266,0.5670,0.8729,0.7791,0.9645,1.9857,2.9056,0.3346,0.2457,0.4163,0.2855,0.4396,0.3923,0.4857,0.5036,1.4632,0.2287,0.1679,0.2845,0.1951,0.3004,0.2681,0.3319,0.3442,0.6834,-0.1532,0.1088,-0.0791,0.1357,0.0795,0.1842,0.2017,0.4986,0.6278,0.2577,0.0750,0.2830,0.2299,0.3282,0.3442,0.6056,0.7125,-0.1863,0.0273,-0.0296,0.0770,0.0949,0.4122,0.5571,0.2125,0.1576,0.2596,0.2763,0.5558,0.6735,-0.0568,0.0498,0.0678,0.3893,0.5380,0.1063,0.1242,0.4364,0.5771,0.0181,0.3462,0.5016,0.3301,0.4879,0.1881,,,B6/B7,-0.0948,0.0090,? Very weak
2,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,7.09363,0.019354204,0.024750035,0.018476786,0.024170975,0.013400547,0.013941235,0.012844912,0.012098737,0.012141221,0.009933853,0.0185,0.0235,0.0171,0.0236,0.0137,0.013,0.0097,0.0109,0.0091,0.0081,0.004073948,0.004043153,0.003592577,0.007598759,0.132309568,0.111111111,0.374503363,0.433021814,,0.7820,1.0475,0.8007,1.4443,1.3883,1.5068,1.5997,1.5941,1.9483,1.2788,1.3395,1.0240,1.8469,1.7753,1.9268,2.0457,2.0385,2.4915,0.9547,0.7465,0.7644,1.3788,1.3253,1.4385,1.5272,1.5218,1.8600,1.2489,0.9766,1.3082,1.8037,1.7338,1.8818,1.9978,1.9908,2.4332,0.6924,0.5414,0.7253,0.5544,0.9612,1.0433,1.1076,1.1037,1.3490,0.7203,0.5633,0.7545,0.5768,1.0403,1.0854,1.1523,1.1483,1.4034,0.6637,0.5190,0.6952,0.5314,0.9585,0.9214,1.0617,1.0580,1.2930,0.6251,0.4888,0.6548,0.5005,0.9029,0.8678,0.9419,0.9965,1.2179,0.6273,0.4906,0.6571,0.5023,0.9060,0.8709,0.9452,1.0035,1.2222,0.5133,0.4014,0.5376,0.4110,0.7413,0.7126,0.7734,0.8211,0.8182,-0.1223,0.0232,-0.1107,0.1818,0.1626,0.2022,0.2307,0.2290,0.3216,0.1451,0.0118,0.2975,0.2794,0.3167,0.3433,0.3418,0.4272,-0.1335,0.1592,0.1399,0.1798,0.2086,0.2069,0.3007,0.2867,0.2684,0.3060,0.3328,0.3313,0.4175,-0.0198,0.0212,0.0511,0.0493,0.1486,0.0409,0.0708,0.0690,0.1678,0.0299,0.0282,0.1278,-0.0018,0.0983,0.1000,,,B6/B8,0.2022,0.0409,? Very weak
3,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,10.270195,0.018742189,0.025214989,0.016718568,0.020980772,0.009579172,0.00845207,0.008580561,0.007428884,0.004890554,0.002764968,0.0185,0.0253,0.0168,0.0212,0.0097,0.008,0.0086,0.0075,0.005,0.003,0.001183105,0.001486163,0.000665883,0.000518022,0.112020816,0.113402062,0.674430745,0.672354937,,0.7433,1.1210,0.8933,1.9566,2.2175,2.1843,2.5229,3.8323,6.7784,1.3454,1.5082,1.2018,2.6323,2.9833,2.9386,3.3942,5.1559,9.1194,0.8920,0.6630,0.7969,1.7453,1.9780,1.9484,2.2505,3.4185,6.0466,1.1194,0.8321,1.2549,2.1902,2.4823,2.4452,2.8242,4.2901,7.5881,0.5111,0.3799,0.5730,0.4566,1.1334,1.1164,1.2894,1.9587,3.4645,0.4510,0.3352,0.5055,0.4028,0.8823,0.9850,1.1377,1.7282,3.0568,0.4578,0.3403,0.5132,0.4090,0.8958,1.0152,1.1550,1.7545,3.1033,0.3964,0.2946,0.4443,0.3541,0.7755,0.8789,0.8658,1.5190,2.6868,0.2609,0.1940,0.2925,0.2331,0.5105,0.5786,0.5700,0.6583,1.7688,0.1475,0.1097,0.1654,0.1318,0.2886,0.3271,0.3222,0.3722,0.5654,-0.1473,0.0571,-0.0564,0.3235,0.3784,0.3719,0.4323,0.5861,0.7429,0.2026,0.0917,0.4494,0.4979,0.4922,0.5449,0.6751,0.8024,-0.1131,0.2715,0.3284,0.3217,0.3847,0.5474,0.7162,0.3731,0.4257,0.4195,0.4770,0.6219,0.7671,0.0625,0.0550,0.1264,0.3240,0.5520,-0.0075,0.0644,0.2669,0.5070,0.0719,0.2739,0.5126,0.2060,0.4575,0.2777,,,B6/B8A,0.2258,0.0510,? Very weak
4,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,10,8.727292,0.032318168,0.033454914,0.028490134,0.026968764,0.02320685,0.022688719,0.038276731,0.022584252,0.029055212,0.019540022,0.0213,0.02,0.0164,0.0189,0.0153,0.0148,0.0205,0.0152,0.0199,0.0136,0.024541711,0.024185824,0.021902742,0.036972678,0.013197975,0.015015015,-0.067486022,-0.0719603,,0.9660,1.1344,1.1984,1.3926,1.4244,0.8443,1.4310,1.1123,1.6539,1.0352,1.1743,1.2405,1.4416,1.4745,0.8740,1.4813,1.1514,1.7121,0.8816,0.8516,1.0564,1.2277,1.2557,0.7443,1.2615,0.9806,1.4580,0.8345,0.8061,0.9466,1.1621,1.1886,0.7046,1.1941,0.9282,1.3802,0.7181,0.6937,0.8146,0.8605,1.0228,0.6063,1.0276,0.7987,1.1877,0.7020,0.6782,0.7964,0.8413,0.9777,0.5928,1.0046,0.7809,1.1611,1.1844,1.1441,1.3435,1.4193,1.6494,1.6870,1.6948,1.3174,1.9589,0.6988,0.6751,0.7927,0.8374,0.9732,0.9954,0.5900,0.7773,1.1558,0.8990,0.8685,1.0198,1.0774,1.2520,1.2806,0.7591,1.2865,1.4870,0.6046,0.5841,0.6859,0.7245,0.8420,0.8612,0.5105,0.8652,0.6725,-0.0173,0.0630,0.0902,0.1641,0.1751,-0.0844,0.1773,0.0532,0.2464,0.0801,0.1073,0.1809,0.1918,-0.0672,0.1940,0.0704,0.2626,0.0274,0.1022,0.1134,-0.1466,0.1156,-0.0098,0.1863,0.0750,0.0862,-0.1733,0.0885,-0.0372,0.1597,0.0113,-0.2451,0.0136,-0.1119,0.0858,-0.2557,0.0023,-0.1230,0.0746,0.2578,0.1370,0.3241,-0.1253,0.0723,0.1958,,,B6/B11,0.0786,0.0062,? Very weak
5,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,30,13.204736,0.024402849,0.037343475,0.024888002,0.037003396,0.016580578,0.01680776,0.016063851,0.011855655,0.010957508,0.008631967,0.0238,0.0371,0.0244,0.0371,0.0159,0.0164,0.0156,0.0114,0.0108,0.009,0.00196034,0.001352401,0.001428772,0.002117294,0.196157798,0.198707593,0.547410826,0.546218514,,0.6535,0.9805,0.6595,1.4718,1.4519,1.5191,2.0583,2.2270,2.8270,1.5303,1.5005,1.0092,2.2522,2.2218,2.3247,3.1498,3.4080,4.3262,1.0199,0.6665,0.6726,1.5010,1.4807,1.5493,2.0993,2.2713,2.8832,1.5164,0.9909,1.4868,2.2317,2.2016,2.3035,3.1212,3.3770,4.2868,0.6795,0.4440,0.6662,0.4481,0.9865,1.0322,1.3985,1.5132,1.9208,0.6888,0.4501,0.6753,0.4542,1.0137,1.0463,1.4177,1.5339,1.9472,0.6583,0.4302,0.6454,0.4341,0.9688,0.9557,1.3550,1.4660,1.8610,0.4858,0.3175,0.4764,0.3204,0.7150,0.7054,0.7380,1.0820,1.3735,0.4490,0.2934,0.4403,0.2961,0.6609,0.6519,0.6821,0.9242,1.2694,0.3537,0.2312,0.3468,0.2333,0.5206,0.5136,0.5374,0.7281,0.7878,-0.2096,-0.0098,-0.2052,0.1909,0.1843,0.2061,0.3460,0.3802,0.4774,0.2001,0.0046,0.3850,0.3792,0.3984,0.5181,0.5463,0.6245,-0.1958,0.2003,0.1938,0.2155,0.3547,0.3886,0.4850,0.3811,0.3753,0.3946,0.5147,0.5431,0.6217,-0.0068,0.0158,0.1662,0.2042,0.3153,0.0226,0.1728,0.2107,0.3214,0.1507,0.1890,0.3009,0.0394,0.1573,0.1187,,,B6/B12,0.0801,0.0064,? Very weak
6,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,7,15.231687,0.171743444,0.171909444,0.163632167,0.166777889,0.183655222,0.187739111,0.230104778,0.185187056,0.188238833,0.145440278,0.1488,0.148,0.1444,0.1662,0.1795,0.187,0.202,0.1816,0.1829,0.1367,0.071205732,0.068656138,0.068557832,0.081111543,0.025175959,-0.007098912,-0.084488555,-0.075080216,,0.9990,1.0496,1.0298,0.9351,0.9148,0.7464,0.9274,0.9124,1.1809,1.0010,1.0506,1.0308,0.9360,0.9157,0.7471,0.9283,0.9133,1.1820,0.9528,0.9519,0.9811,0.8910,0.8716,0.7111,0.8836,0.8693,1.1251,0.9711,0.9701,1.0192,0.9081,0.8883,0.7248,0.9006,0.8860,1.1467,1.0694,1.0683,1.1224,1.1012,0.9782,0.7981,0.9917,0.9757,1.2628,1.0931,1.0921,1.1473,1.1257,1.0222,0.8159,1.0138,0.9973,1.2908,1.3398,1.3385,1.4062,1.3797,1.2529,1.2257,1.2426,1.2224,1.5821,1.0783,1.0772,1.1317,1.1104,1.0083,0.9864,0.8048,0.9838,1.2733,1.0960,1.0950,1.1504,1.1287,1.0250,1.0027,0.8181,1.0165,1.2943,0.8468,0.8460,0.8888,0.8721,0.7919,0.7747,0.6321,0.7854,0.7726,-0.0005,0.0242,0.0147,-0.0335,-0.0445,-0.1452,-0.0377,-0.0458,0.0829,0.0247,0.0152,-0.0330,-0.0440,-0.1448,-0.0372,-0.0453,0.0834,-0.0095,-0.0577,-0.0686,-0.1688,-0.0618,-0.0699,0.0589,-0.0482,-0.0591,-0.1596,-0.0523,-0.0605,0.0683,-0.0110,-0.1123,-0.0042,-0.0123,0.1161,-0.1014,0.0068,-0.0013,0.1270,0.1082,0.1001,0.2254,-0.0082,0.1202,0.1283,,,B7/B2,0.3349,0.1122,? Weak
7,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,27,22.250383,0.016985993,0.023939256,0.017277628,0.023321249,0.009121698,0.009188519,0.006708688,0.005655902,0.004659439,0.004865165,0.0169,0.0243,0.0176,0.0236,0.0094,0.0092,0.0068,0.005,0.0049,0.0046,0.001755727,0.001819699,0.001219132,0.00053682,0.147882608,0.155131265,0.67305504,0.66883117,,0.7095,0.9831,0.7283,1.8622,1.8486,2.5319,3.0032,3.6455,3.4913,1.4094,1.3856,1.0265,2.6244,2.6053,3.5684,4.2326,5.1378,4.9205,1.0172,0.7217,0.7409,1.8941,1.8803,2.5754,3.0548,3.7081,3.5513,1.3730,0.9742,1.3498,2.5567,2.5381,3.4763,4.1233,5.0052,4.7935,0.5370,0.3810,0.5279,0.3911,0.9927,1.3597,1.6128,1.9577,1.8749,0.5409,0.3838,0.5318,0.3940,1.0073,1.3696,1.6246,1.9720,1.8886,0.3950,0.2802,0.3883,0.2877,0.7355,0.7301,1.1861,1.4398,1.3789,0.3330,0.2363,0.3274,0.2425,0.6200,0.6155,0.8431,1.2139,1.1625,0.2743,0.1946,0.2697,0.1998,0.5108,0.5071,0.6945,0.8238,0.9577,0.2864,0.2032,0.2816,0.2086,0.5334,0.5295,0.7252,0.8602,1.0442,-0.1699,-0.0085,-0.1572,0.3012,0.2979,0.4337,0.5004,0.5695,0.5547,0.1616,0.0131,0.4482,0.4453,0.5622,0.6178,0.6742,0.6622,-0.1489,0.3089,0.3056,0.4406,0.5068,0.5752,0.5606,0.4377,0.4347,0.5532,0.6096,0.6670,0.6548,-0.0036,0.1524,0.2345,0.3238,0.3043,0.1560,0.2380,0.3271,0.3076,0.0851,0.1803,0.1593,0.0966,0.0752,-0.0216,,,B7/B3,0.2959,0.0875,? Very weak
8,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,25,29.662368,0.081624161,0.079629702,0.068305795,0.077566941,0.083178816,0.084650348,0.113393366,0.08214639,0.09886493,0.071301346,0.0588,0.0615,0.0469,0.0667,0.0671,0.0656,0.0857,0.0715,0.0837,0.0624,0.063546407,0.061650629,0.058156844,0.094056423,0.082239087,0.072094164,-0.131005526,-0.12123242,,1.0250,1.1950,1.0523,0.9813,0.9643,0.7198,0.9936,0.8256,1.1448,0.9756,1.1658,1.0266,0.9573,0.9407,0.7022,0.9694,0.8054,1.1168,0.8368,0.8578,0.8806,0.8212,0.8069,0.6024,0.8315,0.6909,0.9580,0.9503,0.9741,1.1356,0.9325,0.9163,0.6841,0.9443,0.7846,1.0879,1.0190,1.0446,1.2177,1.0723,0.9826,0.7335,1.0126,0.8413,1.1666,1.0371,1.0630,1.2393,1.0913,1.0177,0.7465,1.0305,0.8562,1.1872,1.3892,1.4240,1.6601,1.4619,1.3632,1.3395,1.3804,1.1470,1.5903,1.0064,1.0316,1.2026,1.0590,0.9876,0.9704,0.7244,0.8309,1.1521,1.2112,1.2416,1.4474,1.2746,1.1886,1.1679,0.8719,1.2035,1.3866,0.8735,0.8954,1.0439,0.9192,0.8572,0.8423,0.6288,0.8680,0.7212,0.0124,0.0888,0.0255,-0.0094,-0.0182,-0.1629,-0.0032,-0.0955,0.0675,0.0765,0.0131,-0.0218,-0.0306,-0.1749,-0.0156,-0.1078,0.0552,-0.0635,-0.0982,-0.1069,-0.2481,-0.0920,-0.1828,-0.0215,-0.0349,-0.0437,-0.1876,-0.0287,-0.1207,0.0421,-0.0088,-0.1537,0.0062,-0.0862,0.0769,-0.1451,0.0150,-0.0775,0.0856,0.1598,0.0684,0.2279,-0.0924,0.0707,0.1620,,,B7/B4,0.2823,0.0797,? Very weak
9,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,1,13.930808,0.43873089,0.434517277,0.438902618,0.439302094,0.472075393,0.471426702,0.463367016,0.483067016,0.420965445,0.374346073,0.4344,0.4312,0.436,0.435,0.469,0.468,0.4599,0.4807,0.4177,0.3721,0,0,0,0,0.000265154,-0.001148106,-0.079205743,-0.073988616,,1.0097,0.9996,0.9987,0.9294,0.9306,0.9468,0.9082,1.0422,1.1720,0.9904,0.9900,0.9891,0.9204,0.9217,0.9377,0.8995,1.0322,1.1607,1.0004,1.0101,0.9991,0.9297,0.9310,0.9472,0.9086,1.0426,1.1725,1.0013,1.0110,1.0009,0.9306,0.9319,0.9481,0.9094,1.0436,1.1735,1.0760,1.0864,1.0756,1.0746,1.0014,1.0188,0.9772,1.1214,1.2611,1.0745,1.0849,1.0741,1.0731,0.9986,1.0174,0.9759,1.1199,1.2593,1.0562,1.0664,1.0557,1.0548,0.9816,0.9829,0.9592,1.1007,1.2378,1.1011,1.1117,1.1006,1.0996,1.0233,1.0247,1.0425,1.1475,1.2904,0.9595,0.9688,0.9591,0.9583,0.8917,0.8930,0.9085,0.8714,1.1245,0.8532,0.8615,0.8529,0.8521,0.7930,0.7941,0.8079,0.7749,0.8893,0.0048,-0.0002,-0.0007,-0.0366,-0.0359,-0.0273,-0.0481,0.0207,0.0792,-0.0050,-0.0055,-0.0414,-0.0407,-0.0321,-0.0529,0.0158,0.0744,-0.0005,-0.0364,-0.0357,-0.0271,-0.0479,0.0209,0.0794,-0.0360,-0.0353,-0.0267,-0.0474,0.0213,0.0798,0.0007,0.0093,-0.0115,0.0572,0.1155,0.0086,-0.0122,0.0565,0.1148,-0.0208,0.0479,0.1063,0.0687,0.1268,0.0586,,,B7/B5,-0.1311,0.0172,? Very weak
10,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,19.860396,0.025764478,0.039458518,0.02807526,0.040038628,0.024209854,0.024975724,0.02302578,0.022988502,0.022613987,0.017307113,0.0238,0.0371,0.0259,0.0353,0.018,0.0196,0.0179,0.018,0.0178,0.0144,0.005164244,0.005643485,0.005422449,0.011089306,0.175130856,0.174496644,0.306448578,0.367673188,,0.6530,0.9177,0.6435,1.0642,1.0316,1.1189,1.1208,1.1393,1.4887,1.5315,1.4055,0.9855,1.6299,1.5799,1.7137,1.7164,1.7449,2.2799,1.0897,0.7115,0.7012,1.1597,1.1241,1.2193,1.2213,1.2415,1.6222,1.5540,1.0147,1.4261,1.6538,1.6031,1.7389,1.7417,1.7705,2.3134,0.9397,0.6136,0.8623,0.6047,0.9693,1.0514,1.0531,1.0706,1.3988,0.9694,0.6330,0.8896,0.6238,1.0316,1.0847,1.0864,1.1044,1.4431,0.8937,0.5835,0.8201,0.5751,0.9511,0.9219,1.0016,1.0182,1.3304,0.8923,0.5826,0.8188,0.5742,0.9496,0.9204,0.9984,1.0166,1.3283,0.8777,0.5731,0.8055,0.5648,0.9341,0.9054,0.9821,0.9837,1.3066,0.6717,0.4386,0.6165,0.4323,0.7149,0.6930,0.7516,0.7529,0.7653,-0.2100,-0.0429,-0.2169,0.0311,0.0155,0.0561,0.0569,0.0651,0.1964,0.1686,-0.0073,0.2395,0.2248,0.2630,0.2637,0.2714,0.3902,-0.1756,0.0739,0.0584,0.0988,0.0996,0.1077,0.2373,0.2464,0.2317,0.2698,0.2705,0.2781,0.3964,-0.0156,0.0251,0.0259,0.0341,0.1663,0.0406,0.0414,0.0496,0.1814,0.0008,0.0090,0.1418,0.0082,0.1410,0.1329,,,B7/B6,0.1239,0.0154,? Very weak
