location,Field_Date,Satellite_Date,Days Gaps,Satellite,Sensor,Scene_Cloud_Pct,Buffer_m,Water_Mask,valid_pixels,Target Variable(Chlorophyll-a),mean_B2,mean_B3,mean_B4,mean_B5,mean_B6,mean_B7,mean_B8,mean_B8A,mean_B11,mean_B12,med_B2,med_B3,med_B4,med_B5,med_B6,med_B7,med_B8,med_B8A,med_B11,med_B12,sd_B2,sd_B3,sd_B4,sd_B8,mean_NDCI,med_NDCI,mean_MNDWI,med_MNDWI,,B2/B3,B2/B4,B2/B5,B2/B6,B2/B7,B2/B8,B2/B8A,B2/B11,B2/B12,B3/B2,B3/B4,B3/B5,B3/B6,B3/B7,B3/B8,B3/B8A,B3/B11,B3/B12,B4/B2,B4/B3,B4/B5,B4/B6,B4/B7,B4/B8,B4/B8A,B4/B11,B4/B12,B5/B2,B5/B3,B5/B4,B5/B6,B5/B7,B5/B8,B5/B8A,B5/B11,B5/B12,B6/B2,B6/B3,B6/B4,B6/B5,B6/B7,B6/B8,B6/B8A,B6/B11,B6/B12,B7/B2,B7/B3,B7/B4,B7/B5,B7/B6,B7/B8,B7/B8A,B7/B11,B7/B12,B8/B2,B8/B3,B8/B4,B8/B5,B8/B6,B8/B7,B8/B8A,B8/B11,B8/B12,B8A/B2,B8A/B3,B8A/B4,B8A/B5,B8A/B6,B8A/B7,B8A/B8,B8A/B11,B8A/B12,B11/B2,B11/B3,B11/B4,B11/B5,B11/B6,B11/B7,B11/B8,B11/B8A,B11/B12,B12/B2,B12/B3,B12/B4,B12/B5,B12/B6,B12/B7,B12/B8,B12/B8A,B12/B11,(B2-B3)/(B2+B3),(B2-B4)/(B2+B4),(B2-B5)/(B2+B5),(B2-B6)/(B2+B6),(B2-B7)/(B2+B7),(B2-B8)/(B2+B8),(B2-B8A)/(B2+B8A),(B2-B11)/(B2+B11),(B2-B12)/(B2+B12),(B3-B4)/(B3+B4),(B3-B5)/(B3+B5),(B3-B6)/(B3+B6),(B3-B7)/(B3+B7),(B3-B8)/(B3+B8),(B3-B8A)/(B3+B8A),(B3-B11)/(B3+B11),(B3-B12)/(B3+B12),(B4-B5)/(B4+B5),(B4-B6)/(B4+B6),(B4-B7)/(B4+B7),(B4-B8)/(B4+B8),(B4-B8A)/(B4+B8A),(B4-B11)/(B4+B11),(B4-B12)/(B4+B12),(B5-B6)/(B5+B6),(B5-B7)/(B5+B7),(B5-B8)/(B5+B8),(B5-B8A)/(B5+B8A),(B5-B11)/(B5+B11),(B5-B12)/(B5+B12),(B6-B7)/(B6+B7),(B6-B8)/(B6+B8),(B6-B8A)/(B6+B8A),(B6-B11)/(B6+B11),(B6-B12)/(B6+B12),(B7-B8)/(B7+B8),(B7-B8A)/(B7+B8A),(B7-B11)/(B7+B11),(B7-B12)/(B7+B12),(B8-B8A)/(B8+B8A),(B8-B11)/(B8+B11),(B8-B12)/(B8+B12),(B8A-B11)/(B8A+B11),(B8A-B12)/(B8A+B12),(B11-B12)/(B11+B12),,,ALL COMBINATIONS vs Chl-a  —  Median Bands S2  (2024 only),,,
8,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,28,17.21,0.032409323,0.046094103,0.025458551,0.038157652,0.024584471,0.027539146,0.022363311,0.022089708,0.009187953,0.004717678,0.0321,0.046,0.0255,0.0385,0.0247,0.0277,0.0223,0.0223,0.0093,0.0049,0.001112384,0.00084449,0.00064834,0.000286873,0.199648151,0.2,0.667566388,0.668449223,,0.6978,1.2588,0.8338,1.2996,1.1588,1.4395,1.4395,3.4516,6.5510,1.4330,1.8039,1.1948,1.8623,1.6606,2.0628,2.0628,4.9462,9.3878,0.7944,0.5543,0.6623,1.0324,0.9206,1.1435,1.1435,2.7419,5.2041,1.1994,0.8370,1.5098,1.5587,1.3899,1.7265,1.7265,4.1398,7.8571,0.7695,0.5370,0.9686,0.6416,0.8917,1.1076,1.1076,2.6559,5.0408,0.8629,0.6022,1.0863,0.7195,1.1215,1.2422,1.2422,2.9785,5.6531,0.6947,0.4848,0.8745,0.5792,0.9028,0.8051,1.0000,2.3978,4.5510,0.6947,0.4848,0.8745,0.5792,0.9028,0.8051,1.0000,2.3978,4.5510,0.2897,0.2022,0.3647,0.2416,0.3765,0.3357,0.4170,0.4170,1.8980,0.1526,0.1065,0.1922,0.1273,0.1984,0.1769,0.2197,0.2197,0.5269,-0.1780,0.1146,-0.0907,0.1303,0.0736,0.1801,0.1801,0.5507,0.7351,0.2867,0.0888,0.3013,0.2483,0.3470,0.3470,0.6637,0.8075,-0.2031,0.0159,-0.0414,0.0669,0.0669,0.4655,0.6776,0.2184,0.1631,0.2664,0.2664,0.6109,0.7742,-0.0573,0.0511,0.0511,0.4529,0.6689,0.1080,0.1080,0.4973,0.6994,0.0000,0.4114,0.6397,0.4114,0.6397,0.3099,,,B6/B3,0.2125,0.0451,? Very weak
9,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,29,20.21,0.032178265,0.043366962,0.024922789,0.037086577,0.02316084,0.025098441,0.020840115,0.019100056,0.009855644,0.005695872,0.0324,0.0436,0.0251,0.0374,0.0231,0.025,0.0205,0.0183,0.0099,0.0054,0.001174592,0.000984856,0.000669783,0.001285444,0.196139965,0.196825397,0.629697499,0.631970286,,0.7431,1.2908,0.8663,1.4026,1.2960,1.5805,1.7705,3.2727,6.0000,1.3457,1.7371,1.1658,1.8874,1.7440,2.1268,2.3825,4.4040,8.0741,0.7747,0.5757,0.6711,1.0866,1.0040,1.2244,1.3716,2.5354,4.6481,1.1543,0.8578,1.4900,1.6190,1.4960,1.8244,2.0437,3.7778,6.9259,0.7130,0.5298,0.9203,0.6176,0.9240,1.1268,1.2623,2.3333,4.2778,0.7716,0.5734,0.9960,0.6684,1.0823,1.2195,1.3661,2.5253,4.6296,0.6327,0.4702,0.8167,0.5481,0.8874,0.8200,1.1202,2.0707,3.7963,0.5648,0.4197,0.7291,0.4893,0.7922,0.7320,0.8927,1.8485,3.3889,0.3056,0.2271,0.3944,0.2647,0.4286,0.3960,0.4829,0.5410,1.8333,0.1667,0.1239,0.2151,0.1444,0.2338,0.2160,0.2634,0.2951,0.5455,-0.1474,0.1270,-0.0716,0.1676,0.1289,0.2250,0.2781,0.5319,0.7143,0.2693,0.0765,0.3073,0.2711,0.3604,0.4087,0.6299,0.7796,-0.1968,0.0415,0.0020,0.1009,0.1567,0.4343,0.6459,0.2364,0.1987,0.2919,0.3429,0.5814,0.7477,-0.0395,0.0596,0.1159,0.4000,0.6211,0.0989,0.1547,0.4327,0.6447,0.0567,0.3487,0.5830,0.2979,0.5443,0.2941,,,B6/B4,0.2215,0.0490,? Very weak
10,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,29,19.02,0.031007071,0.041011611,0.02410336,0.037274346,0.022713733,0.025184031,0.019643464,0.018927664,0.009613424,0.006451265,0.0313,0.041,0.0239,0.0371,0.023,0.0253,0.0196,0.019,0.0094,0.0064,0.000976246,0.000826177,0.000708283,0.000356592,0.214703598,0.217105263,0.620364047,0.629921257,,0.7634,1.3096,0.8437,1.3609,1.2372,1.5969,1.6474,3.3298,4.8906,1.3099,1.7155,1.1051,1.7826,1.6206,2.0918,2.1579,4.3617,6.4063,0.7636,0.5829,0.6442,1.0391,0.9447,1.2194,1.2579,2.5426,3.7344,1.1853,0.9049,1.5523,1.6130,1.4664,1.8929,1.9526,3.9468,5.7969,0.7348,0.5610,0.9623,0.6199,0.9091,1.1735,1.2105,2.4468,3.5938,0.8083,0.6171,1.0586,0.6819,1.1000,1.2908,1.3316,2.6915,3.9531,0.6262,0.4780,0.8201,0.5283,0.8522,0.7747,1.0316,2.0851,3.0625,0.6070,0.4634,0.7950,0.5121,0.8261,0.7510,0.9694,2.0213,2.9688,0.3003,0.2293,0.3933,0.2534,0.4087,0.3715,0.4796,0.4947,1.4688,0.2045,0.1561,0.2678,0.1725,0.2783,0.2530,0.3265,0.3368,0.6809,-0.1342,0.1341,-0.0848,0.1529,0.1060,0.2299,0.2445,0.5381,0.6605,0.2635,0.0499,0.2813,0.2368,0.3531,0.3667,0.6270,0.7300,-0.2164,0.0192,-0.0285,0.0989,0.1142,0.4354,0.5776,0.2346,0.1891,0.3086,0.3226,0.5957,0.7057,-0.0476,0.0798,0.0952,0.4198,0.5646,0.1269,0.1422,0.4582,0.5962,0.0155,0.3517,0.5077,0.3380,0.4961,0.1899,,,B6/B5,-0.1873,0.0351,? Very weak
11,2024-08-30 0:00:00,2024-08-28 0:00:00,2,Sentinel-2B,Sentinel-2,9.980597,30,SCL_class6_OR_MNDWI_gt_0,31,27.29,0.034200449,0.046576478,0.027489187,0.040075972,0.026029392,0.029165553,0.023559149,0.022722005,0.011442677,0.007820053,0.0341,0.0468,0.0274,0.0401,0.0259,0.0287,0.0233,0.0228,0.0113,0.0082,0.001052641,0.000910455,0.000549013,0.001046654,0.186322469,0.187227866,0.605706971,0.611015499,,0.7286,1.2445,0.8504,1.3166,1.1882,1.4635,1.4956,3.0177,4.1585,1.3724,1.7080,1.1671,1.8069,1.6307,2.0086,2.0526,4.1416,5.7073,0.8035,0.5855,0.6833,1.0579,0.9547,1.1760,1.2018,2.4248,3.3415,1.1760,0.8568,1.4635,1.5483,1.3972,1.7210,1.7588,3.5487,4.8902,0.7595,0.5534,0.9453,0.6459,0.9024,1.1116,1.1360,2.2920,3.1585,0.8416,0.6132,1.0474,0.7157,1.1081,1.2318,1.2588,2.5398,3.5000,0.6833,0.4979,0.8504,0.5810,0.8996,0.8118,1.0219,2.0619,2.8415,0.6686,0.4872,0.8321,0.5686,0.8803,0.7944,0.9785,2.0177,2.7805,0.3314,0.2415,0.4124,0.2818,0.4363,0.3937,0.4850,0.4956,1.3780,0.2405,0.1752,0.2993,0.2045,0.3166,0.2857,0.3519,0.3596,0.7257,-0.1570,0.1089,-0.0809,0.1367,0.0860,0.1882,0.1986,0.5022,0.6123,0.2615,0.0771,0.2875,0.2397,0.3352,0.3448,0.6110,0.7018,-0.1881,0.0281,-0.0232,0.0809,0.0916,0.4160,0.5393,0.2152,0.1657,0.2650,0.2750,0.5603,0.6605,-0.0513,0.0528,0.0637,0.3925,0.5191,0.1038,0.1146,0.4350,0.5556,0.0108,0.3468,0.4794,0.3372,0.4710,0.1590,,,B6/B7,-0.0866,0.0075,? Very weak
2,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,7.09363,0.019354204,0.024750035,0.018476786,0.024170975,0.013400547,0.013941235,0.012844912,0.012098737,0.012141221,0.009933853,0.0185,0.0235,0.0171,0.0236,0.0137,0.013,0.0097,0.0109,0.0091,0.0081,0.004073948,0.004043153,0.003592577,0.007598759,0.132309568,0.111111111,0.374503363,0.433021814,,0.7872,1.0819,0.7839,1.3504,1.4231,1.9072,1.6972,2.0330,2.2840,1.2703,1.3743,0.9958,1.7153,1.8077,2.4227,2.1560,2.5824,2.9012,0.9243,0.7277,0.7246,1.2482,1.3154,1.7629,1.5688,1.8791,2.1111,1.2757,1.0043,1.3801,1.7226,1.8154,2.4330,2.1651,2.5934,2.9136,0.7405,0.5830,0.8012,0.5805,1.0538,1.4124,1.2569,1.5055,1.6914,0.7027,0.5532,0.7602,0.5508,0.9489,1.3402,1.1927,1.4286,1.6049,0.5243,0.4128,0.5673,0.4110,0.7080,0.7462,0.8899,1.0659,1.1975,0.5892,0.4638,0.6374,0.4619,0.7956,0.8385,1.1237,1.1978,1.3457,0.4919,0.3872,0.5322,0.3856,0.6642,0.7000,0.9381,0.8349,1.1235,0.4378,0.3447,0.4737,0.3432,0.5912,0.6231,0.8351,0.7431,0.8901,-0.1190,0.0393,-0.1211,0.1491,0.1746,0.3121,0.2585,0.3406,0.3910,0.1576,-0.0021,0.2634,0.2877,0.4157,0.3663,0.4417,0.4873,-0.1597,0.1104,0.1362,0.2761,0.2214,0.3053,0.3571,0.2654,0.2896,0.4174,0.3681,0.4434,0.4890,0.0262,0.1709,0.1138,0.2018,0.2569,0.1454,0.0879,0.1765,0.2322,-0.0583,0.0319,0.0899,0.0900,0.1474,0.0581,,,B6/B8,0.1059,0.0112,? Very weak
3,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,10.270195,0.018742189,0.025214989,0.016718568,0.020980772,0.009579172,0.00845207,0.008580561,0.007428884,0.004890554,0.002764968,0.0185,0.0253,0.0168,0.0212,0.0097,0.008,0.0086,0.0075,0.005,0.003,0.001183105,0.001486163,0.000665883,0.000518022,0.112020816,0.113402062,0.674430745,0.672354937,,0.7312,1.1012,0.8726,1.9072,2.3125,2.1512,2.4667,3.7000,6.1667,1.3676,1.5060,1.1934,2.6082,3.1625,2.9419,3.3733,5.0600,8.4333,0.9081,0.6640,0.7925,1.7320,2.1000,1.9535,2.2400,3.3600,5.6000,1.1459,0.8379,1.2619,2.1856,2.6500,2.4651,2.8267,4.2400,7.0667,0.5243,0.3834,0.5774,0.4575,1.2125,1.1279,1.2933,1.9400,3.2333,0.4324,0.3162,0.4762,0.3774,0.8247,0.9302,1.0667,1.6000,2.6667,0.4649,0.3399,0.5119,0.4057,0.8866,1.0750,1.1467,1.7200,2.8667,0.4054,0.2964,0.4464,0.3538,0.7732,0.9375,0.8721,1.5000,2.5000,0.2703,0.1976,0.2976,0.2358,0.5155,0.6250,0.5814,0.6667,1.6667,0.1622,0.1186,0.1786,0.1415,0.3093,0.3750,0.3488,0.4000,0.6000,-0.1553,0.0482,-0.0680,0.3121,0.3962,0.3653,0.4231,0.5745,0.7209,0.2019,0.0882,0.4457,0.5195,0.4926,0.5427,0.6700,0.7880,-0.1158,0.2679,0.3548,0.3228,0.3827,0.5413,0.6970,0.3722,0.4521,0.4228,0.4774,0.6183,0.7521,0.0960,0.0601,0.1279,0.3197,0.5276,-0.0361,0.0323,0.2308,0.4545,0.0683,0.2647,0.4828,0.2000,0.4286,0.2500,,,B6/B8A,0.1671,0.0279,? Very weak
4,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,10,8.727292,0.032318168,0.033454914,0.028490134,0.026968764,0.02320685,0.022688719,0.038276731,0.022584252,0.029055212,0.019540022,0.0213,0.02,0.0164,0.0189,0.0153,0.0148,0.0205,0.0152,0.0199,0.0136,0.024541711,0.024185824,0.021902742,0.036972678,0.013197975,0.015015015,-0.067486022,-0.0719603,,1.0650,1.2988,1.1270,1.3922,1.4392,1.0390,1.4013,1.0704,1.5662,0.9390,1.2195,1.0582,1.3072,1.3514,0.9756,1.3158,1.0050,1.4706,0.7700,0.8200,0.8677,1.0719,1.1081,0.8000,1.0789,0.8241,1.2059,0.8873,0.9450,1.1524,1.2353,1.2770,0.9220,1.2434,0.9497,1.3897,0.7183,0.7650,0.9329,0.8095,1.0338,0.7463,1.0066,0.7688,1.1250,0.6948,0.7400,0.9024,0.7831,0.9673,0.7220,0.9737,0.7437,1.0882,0.9624,1.0250,1.2500,1.0847,1.3399,1.3851,1.3487,1.0302,1.5074,0.7136,0.7600,0.9268,0.8042,0.9935,1.0270,0.7415,0.7638,1.1176,0.9343,0.9950,1.2134,1.0529,1.3007,1.3446,0.9707,1.3092,1.4632,0.6385,0.6800,0.8293,0.7196,0.8889,0.9189,0.6634,0.8947,0.6834,0.0315,0.1300,0.0597,0.1639,0.1801,0.0191,0.1671,0.0340,0.2206,0.0989,0.0283,0.1331,0.1494,-0.0123,0.1364,0.0025,0.1905,-0.0708,0.0347,0.0513,-0.1111,0.0380,-0.0964,0.0933,0.1053,0.1217,-0.0406,0.1085,-0.0258,0.1631,0.0166,-0.1453,0.0033,-0.1307,0.0588,-0.1615,-0.0133,-0.1470,0.0423,0.1485,0.0149,0.2023,-0.1339,0.0556,0.1881,,,B6/B11,0.0649,0.0042,? Very weak
5,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,30,13.204736,0.024402849,0.037343475,0.024888002,0.037003396,0.016580578,0.01680776,0.016063851,0.011855655,0.010957508,0.008631967,0.0238,0.0371,0.0244,0.0371,0.0159,0.0164,0.0156,0.0114,0.0108,0.009,0.00196034,0.001352401,0.001428772,0.002117294,0.196157798,0.198707593,0.547410826,0.546218514,,0.6415,0.9754,0.6415,1.4969,1.4512,1.5256,2.0877,2.2037,2.6444,1.5588,1.5205,1.0000,2.3333,2.2622,2.3782,3.2544,3.4352,4.1222,1.0252,0.6577,0.6577,1.5346,1.4878,1.5641,2.1404,2.2593,2.7111,1.5588,1.0000,1.5205,2.3333,2.2622,2.3782,3.2544,3.4352,4.1222,0.6681,0.4286,0.6516,0.4286,0.9695,1.0192,1.3947,1.4722,1.7667,0.6891,0.4420,0.6721,0.4420,1.0314,1.0513,1.4386,1.5185,1.8222,0.6555,0.4205,0.6393,0.4205,0.9811,0.9512,1.3684,1.4444,1.7333,0.4790,0.3073,0.4672,0.3073,0.7170,0.6951,0.7308,1.0556,1.2667,0.4538,0.2911,0.4426,0.2911,0.6792,0.6585,0.6923,0.9474,1.2000,0.3782,0.2426,0.3689,0.2426,0.5660,0.5488,0.5769,0.7895,0.8333,-0.2184,-0.0124,-0.2184,0.1990,0.1841,0.2081,0.3523,0.3757,0.4512,0.2065,0.0000,0.4000,0.3869,0.4080,0.5299,0.5491,0.6095,-0.2065,0.2109,0.1961,0.2200,0.3631,0.3864,0.4611,0.4000,0.3869,0.4080,0.5299,0.5491,0.6095,-0.0155,0.0095,0.1648,0.1910,0.2771,0.0250,0.1799,0.2059,0.2913,0.1556,0.1818,0.2683,0.0270,0.1176,0.0909,,,B6/B12,0.0730,0.0053,? Very weak
6,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,7,15.231687,0.171743444,0.171909444,0.163632167,0.166777889,0.183655222,0.187739111,0.230104778,0.185187056,0.188238833,0.145440278,0.1488,0.148,0.1444,0.1662,0.1795,0.187,0.202,0.1816,0.1829,0.1367,0.071205732,0.068656138,0.068557832,0.081111543,0.025175959,-0.007098912,-0.084488555,-0.075080216,,1.0054,1.0305,0.8953,0.8290,0.7957,0.7366,0.8194,0.8136,1.0885,0.9946,1.0249,0.8905,0.8245,0.7914,0.7327,0.8150,0.8092,1.0827,0.9704,0.9757,0.8688,0.8045,0.7722,0.7149,0.7952,0.7895,1.0563,1.1169,1.1230,1.1510,0.9259,0.8888,0.8228,0.9152,0.9087,1.2158,1.2063,1.2128,1.2431,1.0800,0.9599,0.8886,0.9884,0.9814,1.3131,1.2567,1.2635,1.2950,1.1252,1.0418,0.9257,1.0297,1.0224,1.3680,1.3575,1.3649,1.3989,1.2154,1.1253,1.0802,1.1123,1.1044,1.4777,1.2204,1.2270,1.2576,1.0927,1.0117,0.9711,0.8990,0.9929,1.3285,1.2292,1.2358,1.2666,1.1005,1.0189,0.9781,0.9054,1.0072,1.3380,0.9187,0.9236,0.9467,0.8225,0.7616,0.7310,0.6767,0.7528,0.7474,0.0027,0.0150,-0.0552,-0.0935,-0.1138,-0.1517,-0.0993,-0.1028,0.0424,0.0123,-0.0579,-0.0962,-0.1164,-0.1543,-0.1019,-0.1055,0.0397,-0.0702,-0.1084,-0.1285,-0.1663,-0.1141,-0.1176,0.0274,-0.0385,-0.0589,-0.0972,-0.0443,-0.0478,0.0974,-0.0205,-0.0590,-0.0058,-0.0094,0.1354,-0.0386,0.0147,0.0111,0.1554,0.0532,0.0496,0.1928,-0.0036,0.1411,0.1446,,,B7/B2,0.2661,0.0708,? Very weak
7,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,27,22.250383,0.016985993,0.023939256,0.017277628,0.023321249,0.009121698,0.009188519,0.006708688,0.005655902,0.004659439,0.004865165,0.0169,0.0243,0.0176,0.0236,0.0094,0.0092,0.0068,0.005,0.0049,0.0046,0.001755727,0.001819699,0.001219132,0.00053682,0.147882608,0.155131265,0.67305504,0.66883117,,0.6955,0.9602,0.7161,1.7979,1.8370,2.4853,3.3800,3.4490,3.6739,1.4379,1.3807,1.0297,2.5851,2.6413,3.5735,4.8600,4.9592,5.2826,1.0414,0.7243,0.7458,1.8723,1.9130,2.5882,3.5200,3.5918,3.8261,1.3964,0.9712,1.3409,2.5106,2.5652,3.4706,4.7200,4.8163,5.1304,0.5562,0.3868,0.5341,0.3983,1.0217,1.3824,1.8800,1.9184,2.0435,0.5444,0.3786,0.5227,0.3898,0.9787,1.3529,1.8400,1.8776,2.0000,0.4024,0.2798,0.3864,0.2881,0.7234,0.7391,1.3600,1.3878,1.4783,0.2959,0.2058,0.2841,0.2119,0.5319,0.5435,0.7353,1.0204,1.0870,0.2899,0.2016,0.2784,0.2076,0.5213,0.5326,0.7206,0.9800,1.0652,0.2722,0.1893,0.2614,0.1949,0.4894,0.5000,0.6765,0.9200,0.9388,-0.1796,-0.0203,-0.1654,0.2852,0.2950,0.4262,0.5434,0.5505,0.5721,0.1599,0.0146,0.4421,0.4507,0.5627,0.6587,0.6644,0.6817,-0.1456,0.3037,0.3134,0.4426,0.5575,0.5644,0.5856,0.4303,0.4390,0.5526,0.6503,0.6561,0.6738,0.0108,0.1605,0.3056,0.3147,0.3429,0.1500,0.2958,0.3050,0.3333,0.1525,0.1624,0.1930,0.0101,0.0417,0.0316,,,B7/B3,0.2517,0.0634,? Very weak
8,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,25,29.662368,0.081624161,0.079629702,0.068305795,0.077566941,0.083178816,0.084650348,0.113393366,0.08214639,0.09886493,0.071301346,0.0588,0.0615,0.0469,0.0667,0.0671,0.0656,0.0857,0.0715,0.0837,0.0624,0.063546407,0.061650629,0.058156844,0.094056423,0.082239087,0.072094164,-0.131005526,-0.12123242,,0.9561,1.2537,0.8816,0.8763,0.8963,0.6861,0.8224,0.7025,0.9423,1.0459,1.3113,0.9220,0.9165,0.9375,0.7176,0.8601,0.7348,0.9856,0.7976,0.7626,0.7031,0.6990,0.7149,0.5473,0.6559,0.5603,0.7516,1.1344,1.0846,1.4222,0.9940,1.0168,0.7783,0.9329,0.7969,1.0689,1.1412,1.0911,1.4307,1.0060,1.0229,0.7830,0.9385,0.8017,1.0753,1.1156,1.0667,1.3987,0.9835,0.9776,0.7655,0.9175,0.7838,1.0513,1.4575,1.3935,1.8273,1.2849,1.2772,1.3064,1.1986,1.0239,1.3734,1.2160,1.1626,1.5245,1.0720,1.0656,1.0899,0.8343,0.8542,1.1458,1.4235,1.3610,1.7846,1.2549,1.2474,1.2759,0.9767,1.1706,1.3413,1.0612,1.0146,1.3305,0.9355,0.9300,0.9512,0.7281,0.8727,0.7455,-0.0224,0.1126,-0.0629,-0.0659,-0.0547,-0.1862,-0.0975,-0.1747,-0.0297,0.1347,-0.0406,-0.0435,-0.0323,-0.1644,-0.0752,-0.1529,-0.0073,-0.1743,-0.1772,-0.1662,-0.2926,-0.2078,-0.2818,-0.1418,-0.0030,0.0083,-0.1247,-0.0347,-0.1130,0.0333,0.0113,-0.1217,-0.0317,-0.1101,0.0363,-0.1328,-0.0430,-0.1212,0.0250,0.0903,0.0118,0.1573,-0.0786,0.0680,0.1458,,,B7/B4,0.2593,0.0672,? Very weak
9,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,1,13.930808,0.43873089,0.434517277,0.438902618,0.439302094,0.472075393,0.471426702,0.463367016,0.483067016,0.420965445,0.374346073,0.4344,0.4312,0.436,0.435,0.469,0.468,0.4599,0.4807,0.4177,0.3721,0,0,0,0,0.000265154,-0.001148106,-0.079205743,-0.073988616,,1.0074,0.9963,0.9986,0.9262,0.9282,0.9446,0.9037,1.0400,1.1674,0.9926,0.9890,0.9913,0.9194,0.9214,0.9376,0.8970,1.0323,1.1588,1.0037,1.0111,1.0023,0.9296,0.9316,0.9480,0.9070,1.0438,1.1717,1.0014,1.0088,0.9977,0.9275,0.9295,0.9459,0.9049,1.0414,1.1690,1.0797,1.0877,1.0757,1.0782,1.0021,1.0198,0.9757,1.1228,1.2604,1.0773,1.0853,1.0734,1.0759,0.9979,1.0176,0.9736,1.1204,1.2577,1.0587,1.0666,1.0548,1.0572,0.9806,0.9827,0.9567,1.1010,1.2360,1.1066,1.1148,1.1025,1.1051,1.0249,1.0271,1.0452,1.1508,1.2919,0.9616,0.9687,0.9580,0.9602,0.8906,0.8925,0.9082,0.8689,1.1225,0.8566,0.8629,0.8534,0.8554,0.7934,0.7951,0.8091,0.7741,0.8908,0.0037,-0.0018,-0.0007,-0.0383,-0.0372,-0.0285,-0.0506,0.0196,0.0772,-0.0055,-0.0044,-0.0420,-0.0409,-0.0322,-0.0543,0.0159,0.0736,0.0011,-0.0365,-0.0354,-0.0267,-0.0488,0.0214,0.0791,-0.0376,-0.0365,-0.0278,-0.0499,0.0203,0.0779,0.0011,0.0098,-0.0123,0.0579,0.1152,0.0087,-0.0134,0.0568,0.1142,-0.0221,0.0481,0.1055,0.0701,0.1273,0.0577,,,B7/B5,-0.1832,0.0336,? Very weak
10,2024-10-04 0:00:00,2024-10-02 0:00:00,2,Sentinel-2A,Sentinel-2,28.585896,30,SCL_class6_OR_MNDWI_gt_0,29,19.860396,0.025764478,0.039458518,0.02807526,0.040038628,0.024209854,0.024975724,0.02302578,0.022988502,0.022613987,0.017307113,0.0238,0.0371,0.0259,0.0353,0.018,0.0196,0.0179,0.018,0.0178,0.0144,0.005164244,0.005643485,0.005422449,0.011089306,0.175130856,0.174496644,0.306448578,0.367673188,,0.6415,0.9189,0.6742,1.3222,1.2143,1.3296,1.3222,1.3371,1.6528,1.5588,1.4324,1.0510,2.0611,1.8929,2.0726,2.0611,2.0843,2.5764,1.0882,0.6981,0.7337,1.4389,1.3214,1.4469,1.4389,1.4551,1.7986,1.4832,0.9515,1.3629,1.9611,1.8010,1.9721,1.9611,1.9831,2.4514,0.7563,0.4852,0.6950,0.5099,0.9184,1.0056,1.0000,1.0112,1.2500,0.8235,0.5283,0.7568,0.5552,1.0889,1.0950,1.0889,1.1011,1.3611,0.7521,0.4825,0.6911,0.5071,0.9944,0.9133,0.9944,1.0056,1.2431,0.7563,0.4852,0.6950,0.5099,1.0000,0.9184,1.0056,1.0112,1.2500,0.7479,0.4798,0.6873,0.5042,0.9889,0.9082,0.9944,0.9889,1.2361,0.6050,0.3881,0.5560,0.4079,0.8000,0.7347,0.8045,0.8000,0.8090,-0.2184,-0.0423,-0.1946,0.1388,0.0968,0.1415,0.1388,0.1442,0.2461,0.1778,0.0249,0.3466,0.3086,0.3491,0.3466,0.3515,0.4408,-0.1536,0.1800,0.1385,0.1826,0.1800,0.1854,0.2854,0.3246,0.2860,0.3271,0.3246,0.3296,0.4205,-0.0426,0.0028,0.0000,0.0056,0.1111,0.0453,0.0426,0.0481,0.1529,-0.0028,0.0028,0.1084,0.0056,0.1111,0.1056,,,B7/B6,0.1227,0.0151,? Very weak
